route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
OCESN-87313510-87271007,OCESN,"","Beauvais-Gare-SNCF - Paris Gare du Nord",,2,,,
OCE1105903,OCESN,"","[AM23] PARIS - CREIL",,2,,,
OCE1105898,OCESN,"","[AM20] CREIL - BEAUVAIS",,2,,,
OCE1105894,OCESN,"","[AM12] PARIS - COMPIEGNE - ST QUENTIN - BUSIGNY",,2,,,
OCE1105904,OCESN,"","[AM24] AMIENS - ABBEVILLE",,2,,,
OCE1333993,OCESN,"","[AM124] ALBERT - AMIENS - ABBEVILLE",,2,,,
OCE1105896,OCESN,"","[AM16] AMIENS - COMPIEGNE",,2,,,
OCE1105902,OCESN,"","[AM22] PARIS - CREIL - AMIENS",,2,,,
OCE1105891,OCESN,"","[AM04] AMIENS - TERGNIER - LAON - ST QUENTIN",,2,,,
OCE1105887,OCESN,"","[AM01] AMIENS - ALBERT",,2,,,
OCE697637,OCESN,"","AMIENS-BOULOGNE-CALAIS (Multi)",,2,,,
OCE517,OCESN,"","Rouen Serqueux (Gisors) Amiens Lille (Le Tréport)",,2,,,
OCE1105892,OCESN,"","[AM02] AMIENS - SERQUEUX",,2,,,
OCESN-87317586-87296012,OCESN,"","Boulogne Ville - Laon",,2,,,
OCESN-87313668-87271007,OCESN,"","Méru - Paris Gare du Nord",,2,,,
OCE697677,OCESN,"","AULNOYE-LAON (Multi)",,2,,,
OCE1105888,OCESN,"","[AM03] ST QUENTIN - BUSIGNY",,2,,,
OCE1105893,OCESN,"","[AM06] PARIS - CREPY - SOISSONS - LAON",,2,,,
OCE653580,OCESN,"","GIVERNY",,2,,,
OCE516,OCESN,"","Paris / Rouen R.D.",,2,,,
OCE645685,OCESN,"","LE HAVRE ROLLEVILLE",,2,,,
OCESN-87413542-87413013,OCESN,"","Fécamp - Le Havre",,2,,,
OCE645686,OCESN,"","FECAMP LE HAVRE",,2,,,
OCE645687,OCESN,"","ROUEN LE HAVRE",,2,,,
OCE645688,OCESN,"","ELBEUF YVETOT",,2,,,
OCE536,OCESN,"","Paris Evreux Caen",,2,,,
OCE128635,OCESN,"","Rouen R.D. / Dieppe",,2,,,
OCESN-87444000-87411017,OCESN,"","Caen - Rouen-Rive-Droite",,2,,,
OCE581,OCESN,"","(Evx) / Lisieux / Caen  / Cherbourg",,2,,,
OCE10,OCESN,"","Dol - Saint Brieuc",,2,,,
OCE805848,OCESN,"","Res-Dol-Din",,2,,,
OCE5,OCESN,"","Rennes - Saint Malo",,2,,,
OCE14,OCESN,"","Rennes - Auray - Quiberon",,2,,,
OCE164687,OCESN,"","Laval-Vitré-Rennes",,2,,,
OCE11,OCESN,"","Guingamp - Paimpol",,2,,,
OCESN-87474007-87473223,OCESN,"","Brest - Lannion",,2,,,
OCE171,OCESN,"","Lannion - Brest",,2,,,
OCE1,OCESN,"","Rennes - Brest",,2,,,
OCE6,OCESN,"","Rennes - Vannes",,2,,,
OCE4,OCESN,"","Redon - Quimper",,2,,,
OCE2,OCESN,"","Rennes - Quimper",,2,,,
OCE123,OCESN,"","Tours- Chateau Du Loir- Le Mans",,2,,,
OCE681596,OCESN,"","Chateau du Loir - Le Mans - Alençon",,2,,,
OCE669700,OCESN,"","Le Mans-Caen",,2,,,
OCE37,OCESN,"","Tours -Caen",,2,,,
OCESN-87444711-87571000,OCESN,"","Alençon - Tours",,2,,,
OCESN-87444000-87571000,OCESN,"","Caen - Tours",,2,,,
OCESN-87444711-87396606,OCESN,"","Alençon - Château-du-Loir",,2,,,
OCE24,OCESN,"","Le Mans - Angers - Nantes",,2,,,
OCE31,OCESN,"","Le Mans - Le Croisic",,2,,,
OCE669665,OCESN,"","Le Mans-Laval",,2,,,
OCE17,OCESN,"","Le Mans-Rennes",,2,,,
OCE685599,OCESN,"","Nantes - Sablé - Rennes (Virgule)",,2,,,
OCESN-87481788-87471003,OCESN,"","Le Croisic - Rennes",,2,,,
OCE22,OCESN,"","Nantes - Saint-Nazaire - Le Croisic",,2,,,
OCESN-87481788-87481002,OCESN,"","Le Croisic - Nantes",,2,,,
OCE30,OCESN,"","Nantes - Redon",,2,,,
OCE18,OCESN,"","Nantes - Quimper - Brest",,2,,,
OCE16,OCESN,"","Nantes - Redon - Rennes",,2,,,
OCE669676,OCESN,"","Nantes-Saumur",,2,,,
OCE34,OCESN,"","Orléans - Tours - Nantes - Le Croisic",,2,,,
OCE1321991,OCESN,"","Saumur-Angers-Cholet",,2,,,
OCE26,OCESN,"","Nantes-La Roche sur Yon - Les Sables",,2,,,
OCE669677,OCESN,"","Nantes-Angers-Tours",,2,,,
OCE33,OCESN,"","Thouars - La-Roche-sur-Yon",,2,,,
OCE140648,OCESN,"","SAUMUR - LES SABLES D'OLONNES",,2,,,
OCE27,OCESN,"","Nantes - Saint-Gilles-Croix-de-Vie - Pornic",,2,,,
OCE28,OCESN,"","Angers - Cholet",,2,,,
OCE669661,OCESN,"","Nantes - Luçon - La Rochelle",,2,,,
OCESN-87481002-87571000,OCESN,"","Nantes - Tours",,2,,,
OCE1209981,OCESN,"","Tours - Saumur",,2,,,
OCE99,OCESN,"","La Roche sur Yon - Bressuire - Saumur - Tours",,2,,,
OCE98,OCESN,"","Thouars - Saumur - Angers",,2,,,
OCESN-87484006-87487009,OCESN,"","Angers-St-Laud - Thouars",,2,,,
OCE1209973,OCESN,"","Tours Chinon",,2,,,
OCE1209974,OCESN,"","Tours Loches",,2,,,
OCESN-87575035-87571000,OCESN,"","Monts (Indre-et-Loire) - Tours",,2,,,
OCE1209979,OCESN,"","PAZ-ORL",,2,,,
OCE1341991,OCESN,"","Tours-Vendôme-Châteaudun-Paris Austerlitz",,2,,,
OCE1209977,OCESN,"","Tours - Nevers",,2,,,
OCESN-87696005-87571000,OCESN,"","Nevers - Tours",,2,,,
OCE8627,OCESN,"","Dijon - Tours",,2,,,
OCESN-87696005-87576009,OCESN,"","Nevers - Vierzon",,2,,,
OCESN-87576207-87571000,OCESN,"","Bourges - Tours",,2,,,
OCE16626,OCESN,"","Commentry / Montluçon / Vierzon / Bourges (ligne 11)",,2,,,
OCE1209976,OCESN,"","Commentry / Montluçon / Vierzon",,2,,,
OCE1209975,OCESN,"","Salbris - Romorantin - Luçay le Mâle",,2,,,
OCE1209978,OCESN,"","Orléans - Nevers",,2,,,
OCE125,OCESN,"","Orleans-Vierzon-Chateauroux- Argenton-Limoges",,2,,,
OCESN-87696005-87543009,OCESN,"","Nevers - Orléans",,2,,,
OCESN-87576207-87543009,OCESN,"","Bourges - Orléans",,2,,,
OCESN-87576207-87696005,OCESN,"","Bourges - Nevers",,2,,,
OCE1209983,OCESN,"","Droué - Chartres - Courtalain",,2,,,
OCE1209986,OCESN,"","Voves - Chartres",,2,,,
OCE1209984,OCESN,"","PARIS-CHARTRES-NOGENT",,2,,,
OCE669681,OCESN,"","Le Mans - Nogent",,2,,,
OCE1301991,OCESN,"","Chartres Le Mans Angers-St-Laud",,2,,,
OCE77,OCESN,"","Poitiers - Tours",,2,,,
OCE79,OCESN,"","Poitiers - Angoulême",,2,,,
OCE83,OCESN,"","La Rochelle Porte Dauphine - Saintes",,2,,,
OCE84,OCESN,"","La Rochelle - Bordeaux",,2,,,
OCESN-87491449-87491803,OCESN,"","Cognac - Royan",,2,,,
OCESN-87491803-87491001,OCESN,"","Royan - Saintes",,2,,,
OCE90,OCESN,"","Royan - Angoulême",,2,,,
OCE85,OCESN,"","La Rochelle - Angoulême",,2,,,
OCE629119,OCESN,"","Angoulême - Bordeaux",,2,,,
OCE629118,OCESN,"","St Mariens - Bordeaux",,2,,,
OCESN-87595009-87594499,OCESN,"","Périgueux - Tulle",,2,,,
OCESN-87581009-87594499,OCESN,"","Bordeaux-St-Jean - Tulle",,2,,,
OCE629117,OCESN,"","Périgueux - Bordeaux",,2,,,
OCE104647,OCESN,"","LIMOGES - PERIGUEUX - BORDEAUX",,2,,,
OCESN-87581009-87584052,OCESN,"","Bordeaux-St-Jean - Libourne",,2,,,
OCE629106,OCESN,"","Limoges -Périgueux - Agen",,2,,,
OCE1109943,OCESN,"","Limoges -Périgueux - Agen",,2,,,
OCE1345991,OCESN,"","Sarlat - Périgueux",,2,,,
OCE629113,OCESN,"","Bordeaux - Mont de Marsan",,2,,,
OCE629112,OCESN,"","Bordeaux - Le Verdon",,2,,,
OCE629110,OCESN,"","Bordeaux - Arcachon",,2,,,
OCESN-87582668-87581009,OCESN,"","Arcachon - Bordeaux-St-Jean",,2,,,
OCESN-87673004-87677005,OCESN,"","Bayonne - Hendaye",,2,,,
OCESN-87673004-87673202,OCESN,"","Bayonne - Dax",,2,,,
OCESN-87673202-87677005,OCESN,"","Dax - Hendaye",,2,,,
OCE629108,OCESN,"","Bordeaux - Agen",,2,,,
OCE629115,OCESN,"","Tarbes - Pau - Bayonne",,2,,,
OCE629104,OCESN,"","Bordeaux - Dax - Tarbes",,2,,,
OCE629107,OCESN,"","Bayonne - St Jean Pied de Port",,2,,,
OCE629116,OCESN,"","Pau - Oloron - Bedous",,2,,,
OCE104652,OCESN,"","BRIVE - TULLE - USSEL - CLERMONT FD",,2,,,
OCE104653,OCESN,"","LIMOGES - EYMOUTIERS - USSEL - CLERMONT FD",,2,,,
OCE104651,OCESN,"","LIMOGES -GUERET - MONTLUCON",,2,,,
OCE136641,OCESN,"","Limoges - Felletin - Montluçon",,2,,,
OCE1077887,OCESN,"","MONTLUCON BORDEAUX",,2,,,
OCE1077888,OCESN,"","USSEL BORDEAUX",,2,,,
OCESN-87592006-87641001,OCESN,"","Limoges-Bénédictins - Montluçon-Ville",,2,,,
OCESN-87581009-87641001,OCESN,"","Bordeaux-St-Jean - Montluçon-Ville",,2,,,
OCESN-87581009-87592006,OCESN,"","Bordeaux-St-Jean - Limoges-Bénédictins",,2,,,
OCE645564,OCESN,"","CHATEAUROUX - ST SEBASTIEN - LIMOGES",,2,,,
OCE104649,OCESN,"","LIMOGES - UZERCHE - BRIVE",,2,,,
OCE4621,OCESN,"","Toulouse / Rodez",,2,,,
OCE4623,OCESN,"","Brive / Rodez",,2,,,
OCE384864,OCESN,"","Aurillac / Figeac / Capdenac",,2,,,
OCE4618,OCESN,"","Toulouse / Auch",,2,,,
OCE4627,OCESN,"","Toulouse / Narbonne / Nimes / Cerbère",,2,,,
OCE1377992,OCESN,"","Toulouse / Perpignan / Cerbère",,2,,,
OCE645731,OCESN,"","" 	Toulouse / Figeac "",,2,,,
OCE645732,OCESN,"","" 	Toulouse / Figeac / Aurillac"",,2,,,
OCE4619,OCESN,"","Toulouse / Latour de Carol",,2,,,
OCE4629,OCESN,"","Toulouse / Brive",,2,,,
OCE4630,OCESN,"","Toulouse / Agen / Bordeaux",,2,,,
OCESN-87611533-87611004,OCESN,"","Ax-les-Thermes - Toulouse-Matabiau",,2,,,
OCESN-87611483-87611004,OCESN,"","Latour-de-Carol-Enveitg - Toulouse-Matabiau",,2,,,
OCE4620,OCESN,"","Toulouse / Mazamet",,2,,,
OCESN-87615542-87611004,OCESN,"","Mazamet - Toulouse-Matabiau",,2,,,
OCE384854,OCESN,"","Montluçon / Commentry / Gannat / Clermont Fd (ligne 8)",,2,,,
OCE384859,OCESN,"","Clermont Fd / Durtol / Volvic (ligne 14)",,2,,,
OCE384857,OCESN,"","Nevers / Moulins / St Germain / Clermont (ligne 9 )",,2,,,
OCE384849,OCESN,"","Clermont Fd / Vic / Issoire / Brioude (ligne 1)",,2,,,
OCESN-87734269-87734004,OCESN,"","Brioude - Clermont-Ferrand",,2,,,
OCE384852,OCESN,"","Clermont Fd / Le Puy (ligne 3)",,2,,,
OCESN-87734269-87734699,OCESN,"","Brioude - Le Puy-en-Velay",,3,,,
OCE384853,OCESN,"","Clermont Fd / Aurillac (ligne 2)",,2,,,
OCE384862,OCESN,"","Clermont Fd / Nimes (ligne 4)",,2,,,
OCE645562,OCESN,"","Nîmes Clermont Multi Activité",,2,,,
OCE384856,OCESN,"","Clermont Fd pass nord / sud",,2,,,
OCE649569,OCESN,"","Dijon / Clermont Multi-Activités",,2,,,
OCE156702,OCESN,"","Clermont-Fd - Lyon",,2,,,
OCESN-87775007-87611004,OCESN,"","Nîmes - Toulouse-Matabiau",,2,,,
OCESN-87765008-87611004,OCESN,"","Avignon-Centre - Toulouse-Matabiau",,2,,,
OCESN-87615286-87775007,OCESN,"","Carcassonne - Nîmes",,2,,,
OCE8622,OCESN,"","IV MARSEILLE / MONTPELLIER / NARBONNE / CERBERE Multi activités",,2,,,
OCE645673,OCESN,"","IV  MARSEILLE / NIMES / MONTPELLIER / NARBONNE",,2,,,
OCE645674,OCESN,"","Marseille / Nîmes",,2,,,
OCE651,OCESN,"","Nîmes-Mende-St Chély d'Apcher",,2,,,
OCE124628,OCESN,"","Directs  NA AL MDE",,2,,,
OCE644,OCESN,"","Nîmes-Le Grau du Roi",,2,,,
OCE643,OCESN,"","Carcassonne-Quillan",,2,,,
OCESN-87783605-87781104,OCESN,"","Mende - Narbonne",,2,,,
OCESN-87783605-87775007,OCESN,"","Mende - Nîmes",,2,,,
OCE652,OCESN,"","Béziers-Neussargues",,2,,,
OCESN-87773002-87783241,OCESN,"","Montpellier-Saint-Roch - St-Chély-d'Apcher",,2,,,
OCE705965,OCESN,"","MARSEILLE/AVIGNON/ORANGE via RGC, ARS et CNV",,2,,,
OCE216736,OCESN,"","CARPENTRAS / AVIGNON TGV",,2,,,
OCESN-87318964-87765735,OCESN,"","Avignon-TGV - Carpentras",,2,,,
OCESN-87765008-87751008,OCESN,"","Avignon-Centre - Marseille-St-Charles",,2,,,
OCESN-87318964-87751008,OCESN,"","Avignon-TGV - Marseille-St-Charles",,2,,,
OCESN-87318964-87753004,OCESN,"","Avignon-TGV - Miramas",,2,,,
OCESN-87318964-87765503,OCESN,"","Avignon-TGV - Cavaillon",,2,,,
OCE705966,OCESN,"","MARSEILLE/MIRAMAS via PDB",,2,,,
OCE340,OCESN,"","MARSEILLE/AIX/PERTUIS",,2,,,
OCESN-87756056-83045013,OCESN,"","Nice-Ville - Ventimiglia-Stazione",,2,,,
OCESN-87756486-87756056,OCESN,"","Menton - Nice-Ville",,2,,,
OCE204,OCESN,"","Macon - Bourg-en-Bresse - Ambérieu",,2,,,
OCESN-87723429-87741009,OCESN,"","Bourgoin-Jallieu - Chambéry-Chal.-les-Eaux",,2,,,
OCE64,OCESN,"","Ambérieu - Chambéry",,2,,,
OCESN-87741009-87747006,OCESN,"","Chambéry-Chal.-les-Eaux - Grenoble",,2,,,
OCE48,OCESN,"","Annecy - Chambéry",,2,,,
OCE63,OCESN,"","Annecy - St Gervais",,2,,,
OCE61,OCESN,"","Annemasse - Annecy",,2,,,
OCESN-87741132-87746008,OCESN,"","Aix-les-Bains-le-Revard - Annecy",,2,,,
OCE70,OCESN,"","Chambéry - St Marcellin - Valence",,2,,,
OCESN-87747402-87761007,OCESN,"","Grenoble U.-Gières - Valence-Ville",,2,,,
OCE160695,OCESN,"","Lyon - St-André-le-Gaz - Grenoble Gières",,2,,,
OCE160696,OCESN,"","SAG - Rives - Grenoble Gières - Chambéry",,2,,,
OCE645617,OCESN,"","Grenoble - Gap - Briancon Multi Activités",,2,,,
OCE645618,OCESN,"","Grenoble - Veynes",,2,,,
OCESN-87741009-87747246,OCESN,"","Chambéry-Chal.-les-Eaux - Rives",,2,,,
OCESN-87747006-87747246,OCESN,"","Grenoble - Rives",,2,,,
OCESN-87747006-87723494,OCESN,"","Grenoble - St-André-le-Gaz",,2,,,
OCESN-87747402-87723494,OCESN,"","Grenoble U.-Gières - St-André-le-Gaz",,2,,,
OCESN-87747402-87747246,OCESN,"","Grenoble U.-Gières - Rives",,2,,,
OCE160689,OCESN,"","Macon - Valence - (Pierrelatte)",,2,,,
OCE160687,OCESN,"","(Macon) - Lyon - Avignon Multi Activités",,2,,,
OCESN-87726729-87722025,OCESN,"","Firminy - Lyon-Perrache",,2,,,
OCESN-87722025-87726000,OCESN,"","Lyon-Perrache - St-Etienne-Châteaucreux",,2,,,
OCESN-87743005-87743534,OCESN,"","Bourg-en-Bresse - Oyonnax",,2,,,
OCESN-87722025-87743534,OCESN,"","Lyon-Perrache - Oyonnax",,2,,,
OCESN-87743005-87722025,OCESN,"","Bourg-en-Bresse - Lyon-Perrache",,2,,,
OCESN-87743005-87723197,OCESN,"","Bourg-en-Bresse - Lyon-Part-Dieu",,2,,,
OCESN-87743716-87723197,OCESN,"","Ambérieu-en-Bugey - Lyon-Part-Dieu",,2,,,
OCE201,OCESN,"","Roanne - Lyon",,2,,,
OCE199,OCESN,"","St-Etienne - Lyon - Ambérieu",,2,,,
OCESN-87723197-87726000,OCESN,"","Lyon-Part-Dieu - St-Etienne-Châteaucreux",,2,,,
OCE156707,OCESN,"","Firminy - St-Etienne - Lyon",,2,,,
OCESN-87743716-87726000,OCESN,"","Ambérieu-en-Bugey - St-Etienne-Châteaucreux",,2,,,
OCE202,OCESN,"","Roanne - St-Etienne",,2,,,
OCE12627,OCESN,"","Villefranche - Lyon - Vienne",,2,,,
OCESN-87722025-87722587,OCESN,"","Lyon-Perrache - Vienne",,2,,,
OCE1117945,OCESN,"","Roanne -  Lyon - Bourg",,2,,,
OCE56,OCESN,"","Lyon - Bourg-en-Bresse (via Villars)",,2,,,
OCE203,OCESN,"","Montbrison - St-Etienne",,2,,,
OCE156708,OCESN,"","Le Puy - Lyon",,2,,,
OCESN-87734699-87722025,OCESN,"","Le Puy-en-Velay - Lyon-Perrache",,2,,,
OCESN-87734699-87726000,OCESN,"","Le Puy-en-Velay - St-Etienne-Châteaucreux",,2,,,
OCESN-87734699-87723197,OCESN,"","Le Puy-en-Velay - Lyon-Part-Dieu",,2,,,
OCE726006,OCESN,"","Paris Lyon - Laroche (omnibus)",,2,,,
OCESN-87683268-87686667,OCESN,"","Laroche-Migennes - Paris-Bercy",,2,,,
OCESN-87683268-87686006,OCESN,"","Laroche-Migennes - Paris-Gare-de-Lyon",,2,,,
OCE873849,OCESN,"","Auxerre - Dijon",,2,,,
OCE873850,OCESN,"","Laroche - Dijon",,2,,,
OCE725921,OCESN,"","Dijon - Chalon - Mâcon",,2,,,
OCE725928,OCESN,"","Etang - Autun",,2,,,
OCESN-87713040-87696005,OCESN,"","Dijon-Ville - Nevers",,2,,,
OCE725926,OCESN,"","Autun - Dijon",,2,,,
OCE717917,OCESN,"","Chalon - Montchanin - Paray",,2,,,
OCE725927,OCESN,"","Autun - Nevers",,2,,,
OCE1109941,OCESN,"","Decize - Nevers - Moulins",,2,,,
OCE725906,OCESN,"","Nevers - Paray - Lyon (Multi-Activités)",,2,,,
OCE1226017,OCESN,"","Belfort - Besançon",,2,,,
OCE1226018,OCESN,"","Besançon - Dijon",,2,,,
OCESN-87300863-87718007,OCESN,"","Besançon-Franche-Comté - Besançon-Viotte",,2,,,
OCE1226024,OCESN,"","Besançon Viotte - Besançon TGV",,2,,,
OCE1226020,OCESN,"","Belfort - Lyon",,2,,,
OCESN-87718007-87743005,OCESN,"","Besançon-Viotte - Bourg-en-Bresse",,2,,,
OCESN-87184002-87718239,OCESN,"","Belfort-Ville - Lons-le-Saunier",,2,,,
OCESN-87718007-87718239,OCESN,"","Besançon-Viotte - Lons-le-Saunier",,2,,,
OCESN-87184002-87718833,OCESN,"","Belfort-Ville - Mouchard",,2,,,
OCESN-87184002-87743005,OCESN,"","Belfort-Ville - Bourg-en-Bresse",,2,,,
OCEZW-87576025-87576215,OCESN,"","Romorantin-Blanc-Argent - Valençay",,2,,,
OCEZW-87576025-87543165,OCESN,"","Romorantin-Blanc-Argent - Salbris",,2,,,
OCEZW-87543165-87576215,OCESN,"","Salbris - Valençay",,2,,,
